"maxclustersize","ntips","nhybrids","Network","level","treechild","name"
7,54,13,"simulated",13,FALSE,"sim_2202"
4,26,3,"simulated",3,FALSE,"sim_2203"
3,26,1,"simulated",1,TRUE,"sim_2206"
7,76,14,"simulated",14,FALSE,"sim_2207"
4,42,4,"simulated",4,TRUE,"sim_2209"
3,31,2,"simulated",2,TRUE,"sim_2210"
4,57,6,"simulated",5,TRUE,"sim_2211"
3,64,3,"simulated",2,TRUE,"sim_2212"
3,63,5,"simulated",2,FALSE,"sim_2213"
5,58,14,"simulated",12,FALSE,"sim_2214"
4,57,8,"simulated",5,FALSE,"sim_2216"
9,102,18,"simulated",18,FALSE,"sim_2219"
3,20,1,"simulated",1,TRUE,"sim_2220"
3,16,1,"simulated",1,TRUE,"sim_2222"
3,26,2,"simulated",2,TRUE,"sim_2227"
3,24,2,"simulated",2,TRUE,"sim_2228"
4,28,5,"simulated",4,TRUE,"sim_2230"
4,55,6,"simulated",6,TRUE,"sim_2231"
3,8,1,"simulated",1,TRUE,"sim_2233"
3,47,3,"simulated",3,TRUE,"sim_2237"
5,48,11,"simulated",11,FALSE,"sim_2238"
3,14,1,"simulated",1,TRUE,"sim_2239"
10,123,26,"simulated",26,FALSE,"sim_2241"
3,26,1,"simulated",1,TRUE,"sim_2242"
3,12,1,"simulated",1,TRUE,"sim_2243"
4,46,5,"simulated",5,FALSE,"sim_2244"
3,29,3,"simulated",2,TRUE,"sim_2245"
6,65,12,"simulated",12,FALSE,"sim_2246"
3,18,2,"simulated",1,FALSE,"sim_2247"
3,17,2,"simulated",2,TRUE,"sim_2248"
4,36,6,"simulated",4,FALSE,"sim_2250"
3,15,1,"simulated",1,TRUE,"sim_2256"
3,34,2,"simulated",2,TRUE,"sim_2258"
3,30,2,"simulated",2,TRUE,"sim_2259"
3,20,2,"simulated",1,TRUE,"sim_2260"
4,44,5,"simulated",5,FALSE,"sim_2262"
5,67,12,"simulated",10,FALSE,"sim_2263"
3,29,3,"simulated",3,FALSE,"sim_2265"
4,36,5,"simulated",4,FALSE,"sim_2268"
4,24,3,"simulated",3,FALSE,"sim_2269"
4,34,3,"simulated",3,FALSE,"sim_2273"
4,37,4,"simulated",4,FALSE,"sim_2274"
3,16,2,"simulated",1,TRUE,"sim_2277"
4,44,5,"simulated",4,FALSE,"sim_2278"
3,13,3,"simulated",2,FALSE,"sim_2279"
3,27,2,"simulated",1,TRUE,"sim_2280"
4,24,3,"simulated",3,TRUE,"sim_2281"
3,27,1,"simulated",1,TRUE,"sim_2282"
7,58,19,"simulated",19,FALSE,"sim_2283"
4,26,4,"simulated",4,FALSE,"sim_2284"
5,47,11,"simulated",9,FALSE,"sim_2285"
3,28,1,"simulated",1,TRUE,"sim_2287"
3,24,1,"simulated",1,TRUE,"sim_2288"
3,17,1,"simulated",1,TRUE,"sim_2290"
3,18,2,"simulated",1,TRUE,"sim_2291"
3,33,2,"simulated",1,TRUE,"sim_2292"
4,46,7,"simulated",7,FALSE,"sim_2295"
18,136,47,"simulated",47,FALSE,"sim_2296"
3,7,1,"simulated",1,TRUE,"sim_2297"
3,10,1,"simulated",1,TRUE,"sim_2300"
7,90,15,"simulated",14,FALSE,"sim_2301"
3,38,4,"simulated",1,TRUE,"sim_2303"
6,48,9,"simulated",8,TRUE,"sim_2304"
5,63,6,"simulated",6,FALSE,"sim_2305"
11,103,28,"simulated",27,FALSE,"sim_2306"
5,39,8,"simulated",8,FALSE,"sim_2307"
3,25,1,"simulated",1,TRUE,"sim_2309"
3,26,2,"simulated",1,TRUE,"sim_2310"
6,73,11,"simulated",11,FALSE,"sim_2311"
3,31,3,"simulated",3,TRUE,"sim_2312"
4,23,3,"simulated",3,FALSE,"sim_2314"
3,35,1,"simulated",1,TRUE,"sim_2316"
7,103,23,"simulated",23,FALSE,"sim_2317"
12,96,29,"simulated",29,FALSE,"sim_2319"
8,90,18,"simulated",18,FALSE,"sim_2320"
8,68,18,"simulated",18,FALSE,"sim_2321"
3,49,3,"simulated",2,TRUE,"sim_2324"
3,44,4,"simulated",4,TRUE,"sim_2326"
3,24,4,"simulated",4,TRUE,"sim_2327"
4,26,2,"simulated",2,TRUE,"sim_2329"
4,43,4,"simulated",4,TRUE,"sim_2330"
4,26,2,"simulated",2,TRUE,"sim_2331"
3,17,1,"simulated",1,TRUE,"sim_2332"
3,13,1,"simulated",1,TRUE,"sim_2333"
3,30,3,"simulated",3,TRUE,"sim_2335"
3,20,3,"simulated",2,FALSE,"sim_2337"
5,56,8,"simulated",8,FALSE,"sim_2338"
4,28,2,"simulated",2,TRUE,"sim_2339"
5,53,8,"simulated",8,FALSE,"sim_2340"
13,120,35,"simulated",35,FALSE,"sim_2341"
3,25,2,"simulated",1,TRUE,"sim_2342"
3,13,1,"simulated",1,TRUE,"sim_2343"
3,44,3,"simulated",2,TRUE,"sim_2344"
3,27,1,"simulated",1,TRUE,"sim_2345"
5,69,11,"simulated",10,FALSE,"sim_2346"
6,78,18,"simulated",18,FALSE,"sim_2347"
3,32,3,"simulated",2,TRUE,"sim_2349"
5,41,6,"simulated",6,TRUE,"sim_2352"
4,52,4,"simulated",4,FALSE,"sim_2353"
5,51,9,"simulated",9,TRUE,"sim_2355"
6,79,22,"simulated",22,FALSE,"sim_2356"
8,95,19,"simulated",19,FALSE,"sim_2358"
3,26,1,"simulated",1,TRUE,"sim_2361"
3,26,1,"simulated",1,TRUE,"sim_2362"
3,8,1,"simulated",1,TRUE,"sim_2363"
12,99,30,"simulated",29,FALSE,"sim_2364"
4,40,4,"simulated",4,FALSE,"sim_2367"
3,26,2,"simulated",2,TRUE,"sim_2368"
3,11,2,"simulated",1,FALSE,"sim_2369"
4,55,8,"simulated",8,FALSE,"sim_2370"
3,26,3,"simulated",1,TRUE,"sim_2373"
3,43,2,"simulated",2,TRUE,"sim_2374"
4,34,4,"simulated",4,TRUE,"sim_2375"
3,48,2,"simulated",2,TRUE,"sim_2376"
4,39,4,"simulated",3,TRUE,"sim_2377"
3,11,1,"simulated",1,TRUE,"sim_2378"
3,21,1,"simulated",1,TRUE,"sim_2379"
4,38,3,"simulated",3,TRUE,"sim_2380"
3,15,1,"simulated",1,TRUE,"sim_2382"
3,28,2,"simulated",1,TRUE,"sim_2383"
3,29,2,"simulated",2,TRUE,"sim_2384"
5,55,5,"simulated",5,FALSE,"sim_2387"
5,69,11,"simulated",10,FALSE,"sim_2388"
9,76,22,"simulated",22,FALSE,"sim_2389"
3,15,2,"simulated",1,FALSE,"sim_2390"
3,5,1,"simulated",1,TRUE,"sim_2391"
4,57,6,"simulated",6,FALSE,"sim_2392"
3,22,3,"simulated",2,FALSE,"sim_2393"
6,73,18,"simulated",18,FALSE,"sim_2394"
3,30,1,"simulated",1,TRUE,"sim_2395"
3,27,1,"simulated",1,TRUE,"sim_2396"
4,13,3,"simulated",3,FALSE,"sim_2397"
4,100,10,"simulated",10,FALSE,"sim_2398"
6,64,10,"simulated",10,FALSE,"sim_2399"
14,123,38,"simulated",38,FALSE,"sim_2400"
3,16,1,"simulated",1,TRUE,"sim_2401"
3,12,1,"simulated",1,TRUE,"sim_2404"
3,25,3,"simulated",3,FALSE,"sim_2405"
3,25,1,"simulated",1,TRUE,"sim_2406"
8,103,22,"simulated",22,FALSE,"sim_2407"
16,131,41,"simulated",41,FALSE,"sim_2408"
3,28,1,"simulated",1,TRUE,"sim_2409"
3,20,1,"simulated",1,TRUE,"sim_2410"
3,34,2,"simulated",2,TRUE,"sim_2411"
5,55,7,"simulated",7,TRUE,"sim_2412"
3,27,1,"simulated",1,TRUE,"sim_2414"
4,59,4,"simulated",4,TRUE,"sim_2415"
9,97,27,"simulated",27,FALSE,"sim_2416"
3,14,1,"simulated",1,TRUE,"sim_2417"
3,33,1,"simulated",1,TRUE,"sim_2421"
3,48,1,"simulated",1,TRUE,"sim_2422"
3,23,1,"simulated",1,TRUE,"sim_2423"
3,36,2,"simulated",1,TRUE,"sim_2424"
19,140,49,"simulated",49,FALSE,"sim_2425"
4,50,6,"simulated",6,TRUE,"sim_2428"
4,38,3,"simulated",3,TRUE,"sim_2431"
6,70,10,"simulated",10,TRUE,"sim_2432"
4,46,6,"simulated",6,FALSE,"sim_2434"
4,19,4,"simulated",4,FALSE,"sim_2437"
5,70,8,"simulated",8,TRUE,"sim_2439"
6,72,13,"simulated",13,FALSE,"sim_2440"
9,121,30,"simulated",30,FALSE,"sim_2442"
4,35,5,"simulated",3,TRUE,"sim_2444"
4,32,5,"simulated",5,FALSE,"sim_2445"
11,89,27,"simulated",27,FALSE,"sim_2446"
10,127,26,"simulated",26,FALSE,"sim_2448"
3,25,2,"simulated",1,TRUE,"sim_2449"
3,27,2,"simulated",1,TRUE,"sim_2451"
3,26,3,"simulated",2,TRUE,"sim_2452"
11,129,39,"simulated",39,FALSE,"sim_2453"
3,39,2,"simulated",2,TRUE,"sim_2455"
8,98,22,"simulated",22,FALSE,"sim_2457"
3,31,2,"simulated",2,TRUE,"sim_2458"
4,56,8,"simulated",7,TRUE,"sim_2459"
3,14,1,"simulated",1,TRUE,"sim_2460"
4,33,3,"simulated",3,TRUE,"sim_2461"
3,9,1,"simulated",1,TRUE,"sim_2462"
6,64,14,"simulated",14,TRUE,"sim_2463"
8,91,22,"simulated",21,FALSE,"sim_2464"
3,37,4,"simulated",4,TRUE,"sim_2465"
3,25,3,"simulated",1,TRUE,"sim_2466"
3,35,2,"simulated",2,TRUE,"sim_2467"
3,42,2,"simulated",2,TRUE,"sim_2469"
14,153,38,"simulated",37,FALSE,"sim_2470"
3,35,2,"simulated",1,TRUE,"sim_2474"
24,199,64,"simulated",64,FALSE,"sim_2475"
4,68,6,"simulated",4,TRUE,"sim_2476"
4,50,6,"simulated",6,TRUE,"sim_2478"
7,86,13,"simulated",12,FALSE,"sim_2480"
7,87,12,"simulated",12,TRUE,"sim_2483"
5,56,12,"simulated",12,FALSE,"sim_2484"
3,24,1,"simulated",1,TRUE,"sim_2485"
4,32,5,"simulated",4,TRUE,"sim_2486"
3,13,1,"simulated",1,TRUE,"sim_2488"
3,45,3,"simulated",2,TRUE,"sim_2490"
3,9,3,"simulated",3,FALSE,"sim_2494"
3,38,4,"simulated",3,TRUE,"sim_2497"
3,37,2,"simulated",2,TRUE,"sim_2502"
3,12,1,"simulated",1,TRUE,"sim_2503"
3,51,2,"simulated",2,TRUE,"sim_2504"
4,28,5,"simulated",5,TRUE,"sim_2510"
6,59,11,"simulated",11,TRUE,"sim_2512"
49,315,140,"simulated",140,TRUE,"sim_2513"
4,46,5,"simulated",4,TRUE,"sim_2514"
3,24,3,"simulated",2,TRUE,"sim_2515"
21,179,56,"simulated",56,TRUE,"sim_2516"
8,105,20,"simulated",20,TRUE,"sim_2517"
4,45,6,"simulated",6,TRUE,"sim_2518"
4,62,7,"simulated",4,TRUE,"sim_2519"
3,53,3,"simulated",3,FALSE,"sim_2525"
4,46,4,"simulated",4,FALSE,"sim_2530"
4,22,2,"simulated",2,FALSE,"sim_2532"
3,15,2,"simulated",2,FALSE,"sim_2533"
5,51,10,"simulated",9,FALSE,"sim_2535"
4,70,6,"simulated",4,TRUE,"sim_2536"
4,20,3,"simulated",3,TRUE,"sim_2538"
4,25,3,"simulated",3,FALSE,"sim_2539"
3,37,2,"simulated",1,TRUE,"sim_2540"
5,68,13,"simulated",13,FALSE,"sim_2541"
4,24,4,"simulated",4,FALSE,"sim_2542"
4,27,6,"simulated",6,FALSE,"sim_2543"
15,108,43,"simulated",43,FALSE,"sim_2544"
5,57,8,"simulated",8,FALSE,"sim_2545"
3,19,1,"simulated",1,TRUE,"sim_2546"
4,18,3,"simulated",3,FALSE,"sim_2547"
4,39,7,"simulated",7,FALSE,"sim_2548"
4,46,3,"simulated",3,FALSE,"sim_2549"
3,26,1,"simulated",1,TRUE,"sim_2550"
4,28,4,"simulated",4,FALSE,"sim_2551"
3,31,3,"simulated",2,FALSE,"sim_2552"
3,15,1,"simulated",1,TRUE,"sim_2553"
3,18,2,"simulated",2,TRUE,"sim_2554"
4,28,4,"simulated",4,TRUE,"sim_2560"
4,11,2,"simulated",2,TRUE,"sim_2561"
4,30,5,"simulated",5,FALSE,"sim_2563"
11,67,23,"simulated",23,FALSE,"sim_2565"
5,31,10,"simulated",10,FALSE,"sim_2567"
3,27,2,"simulated",1,FALSE,"sim_2568"
4,47,6,"simulated",5,FALSE,"sim_2569"
4,23,5,"simulated",5,TRUE,"sim_2570"
5,47,9,"simulated",9,FALSE,"sim_2572"
3,9,1,"simulated",1,TRUE,"sim_2574"
5,28,5,"simulated",5,FALSE,"sim_2576"
8,51,18,"simulated",18,FALSE,"sim_2578"
3,27,2,"simulated",2,TRUE,"sim_2579"
6,43,10,"simulated",10,FALSE,"sim_2580"
5,42,5,"simulated",5,TRUE,"sim_2583"
4,23,5,"simulated",3,FALSE,"sim_2585"
7,58,15,"simulated",15,FALSE,"sim_2586"
3,8,2,"simulated",2,FALSE,"sim_2587"
4,31,4,"simulated",4,FALSE,"sim_2588"
6,53,11,"simulated",11,FALSE,"sim_2589"
4,36,6,"simulated",6,FALSE,"sim_2590"
3,11,1,"simulated",1,TRUE,"sim_2591"
8,71,16,"simulated",16,FALSE,"sim_2592"
4,30,6,"simulated",6,FALSE,"sim_2593"
10,84,28,"simulated",27,FALSE,"sim_2595"
3,22,1,"simulated",1,TRUE,"sim_2596"
8,53,16,"simulated",15,FALSE,"sim_2597"
3,17,1,"simulated",1,TRUE,"sim_2598"
3,20,2,"simulated",1,TRUE,"sim_2599"
4,31,4,"simulated",4,FALSE,"sim_2600"
5,52,10,"simulated",10,FALSE,"sim_2603"
4,27,5,"simulated",4,FALSE,"sim_2604"
6,46,10,"simulated",9,FALSE,"sim_2605"
3,9,1,"simulated",1,TRUE,"sim_2606"
4,35,6,"simulated",5,FALSE,"sim_2607"
4,42,6,"simulated",5,FALSE,"sim_2609"
7,45,19,"simulated",19,FALSE,"sim_2610"
7,50,14,"simulated",14,FALSE,"sim_2611"
6,30,11,"simulated",11,FALSE,"sim_2612"
5,35,7,"simulated",7,FALSE,"sim_2614"
3,23,1,"simulated",1,TRUE,"sim_2615"
3,10,2,"simulated",1,FALSE,"sim_2616"
3,16,1,"simulated",1,TRUE,"sim_2617"
3,28,2,"simulated",1,TRUE,"sim_2619"
4,41,7,"simulated",7,FALSE,"sim_2620"
4,37,3,"simulated",3,TRUE,"sim_2621"
4,12,3,"simulated",2,FALSE,"sim_2624"
3,23,1,"simulated",1,TRUE,"sim_2625"
5,29,10,"simulated",10,FALSE,"sim_2626"
3,19,2,"simulated",1,TRUE,"sim_2627"
3,26,4,"simulated",4,TRUE,"sim_2629"
3,18,1,"simulated",1,TRUE,"sim_2630"
5,41,7,"simulated",7,FALSE,"sim_2631"
6,32,9,"simulated",9,FALSE,"sim_2633"
14,68,33,"simulated",32,FALSE,"sim_2634"
4,39,5,"simulated",5,FALSE,"sim_2635"
3,25,1,"simulated",1,TRUE,"sim_2636"
6,40,12,"simulated",11,FALSE,"sim_2638"
3,15,1,"simulated",1,TRUE,"sim_2640"
3,13,2,"simulated",1,FALSE,"sim_2642"
6,39,11,"simulated",11,FALSE,"sim_2643"
3,22,3,"simulated",2,TRUE,"sim_2645"
5,47,9,"simulated",9,FALSE,"sim_2646"
9,69,24,"simulated",24,FALSE,"sim_2647"
5,39,6,"simulated",6,FALSE,"sim_2648"
3,25,1,"simulated",1,TRUE,"sim_2649"
10,83,26,"simulated",25,FALSE,"sim_2654"
3,25,3,"simulated",3,FALSE,"sim_2657"
3,10,1,"simulated",1,TRUE,"sim_2658"
8,75,17,"simulated",17,FALSE,"sim_2660"
9,51,20,"simulated",20,FALSE,"sim_2662"
4,45,5,"simulated",5,FALSE,"sim_2665"
4,18,3,"simulated",3,FALSE,"sim_2666"
3,22,3,"simulated",2,FALSE,"sim_2668"
5,37,8,"simulated",7,FALSE,"sim_2669"
3,21,3,"simulated",2,FALSE,"sim_2670"
5,44,9,"simulated",9,FALSE,"sim_2671"
7,41,12,"simulated",12,FALSE,"sim_2672"
4,35,3,"simulated",3,TRUE,"sim_2673"
3,31,2,"simulated",1,TRUE,"sim_2674"
4,34,4,"simulated",4,FALSE,"sim_2675"
3,12,2,"simulated",2,FALSE,"sim_2676"
3,18,1,"simulated",1,TRUE,"sim_2677"
5,50,8,"simulated",8,FALSE,"sim_2678"
4,39,6,"simulated",6,TRUE,"sim_2679"
4,54,12,"simulated",7,FALSE,"sim_2680"
9,75,26,"simulated",26,FALSE,"sim_2681"
4,26,7,"simulated",6,FALSE,"sim_2682"
4,34,3,"simulated",3,TRUE,"sim_2684"
3,16,2,"simulated",1,TRUE,"sim_2686"
3,15,2,"simulated",1,FALSE,"sim_2687"
4,39,6,"simulated",5,TRUE,"sim_2689"
4,20,4,"simulated",4,FALSE,"sim_2690"
8,63,23,"simulated",23,FALSE,"sim_2692"
4,29,3,"simulated",3,TRUE,"sim_2693"
3,15,3,"simulated",2,FALSE,"sim_2694"
3,19,1,"simulated",1,TRUE,"sim_2696"
4,23,3,"simulated",3,FALSE,"sim_2697"
3,12,1,"simulated",1,TRUE,"sim_2699"
3,6,1,"simulated",1,TRUE,"sim_2700"
5,48,10,"simulated",10,FALSE,"sim_2701"
3,14,1,"simulated",1,TRUE,"sim_2702"
3,8,1,"simulated",1,TRUE,"sim_2703"
4,21,4,"simulated",4,FALSE,"sim_2705"
6,63,16,"simulated",16,FALSE,"sim_2708"
5,49,9,"simulated",9,FALSE,"sim_2709"
3,13,1,"simulated",1,TRUE,"sim_2712"
3,25,1,"simulated",1,TRUE,"sim_2714"
4,33,2,"simulated",2,TRUE,"sim_2715"
4,22,6,"simulated",6,FALSE,"sim_2716"
3,17,2,"simulated",1,TRUE,"sim_2720"
4,26,6,"simulated",5,FALSE,"sim_2721"
6,65,12,"simulated",11,FALSE,"sim_2722"
3,30,2,"simulated",2,TRUE,"sim_2725"
10,71,29,"simulated",29,FALSE,"sim_2726"
3,35,2,"simulated",2,TRUE,"sim_2727"
4,27,3,"simulated",3,FALSE,"sim_2728"
3,29,2,"simulated",2,FALSE,"sim_2729"
3,14,1,"simulated",1,TRUE,"sim_2730"
4,41,6,"simulated",6,FALSE,"sim_2731"
5,43,11,"simulated",11,FALSE,"sim_2732"
4,32,8,"simulated",8,FALSE,"sim_2733"
3,12,1,"simulated",1,TRUE,"sim_2734"
9,79,26,"simulated",25,FALSE,"sim_2735"
3,17,1,"simulated",1,TRUE,"sim_2737"
3,24,1,"simulated",1,TRUE,"sim_2739"
3,15,3,"simulated",3,TRUE,"sim_2740"
3,10,1,"simulated",1,TRUE,"sim_2742"
4,43,6,"simulated",6,FALSE,"sim_2743"
3,17,1,"simulated",1,TRUE,"sim_2744"
6,63,15,"simulated",15,FALSE,"sim_2745"
5,40,7,"simulated",7,FALSE,"sim_2746"
5,56,12,"simulated",12,FALSE,"sim_2747"
6,44,16,"simulated",16,FALSE,"sim_2748"
13,76,35,"simulated",35,FALSE,"sim_2750"
3,19,2,"simulated",2,TRUE,"sim_2751"
3,12,2,"simulated",2,TRUE,"sim_2752"
3,16,1,"simulated",1,TRUE,"sim_2753"
3,28,2,"simulated",1,TRUE,"sim_2754"
3,11,1,"simulated",1,TRUE,"sim_2755"
9,63,24,"simulated",24,FALSE,"sim_2756"
3,18,1,"simulated",1,TRUE,"sim_2758"
4,28,4,"simulated",4,FALSE,"sim_2759"
3,22,1,"simulated",1,TRUE,"sim_2761"
3,17,1,"simulated",1,TRUE,"sim_2762"
34,139,101,"simulated",101,FALSE,"sim_2764"
3,30,1,"simulated",1,TRUE,"sim_2769"
5,35,8,"simulated",8,FALSE,"sim_2770"
3,5,1,"simulated",1,TRUE,"sim_2771"
6,59,17,"simulated",17,FALSE,"sim_2774"
5,30,7,"simulated",7,FALSE,"sim_2775"
4,37,7,"simulated",6,FALSE,"sim_2778"
3,29,3,"simulated",1,TRUE,"sim_2779"
3,23,3,"simulated",2,TRUE,"sim_2780"
3,20,3,"simulated",3,FALSE,"sim_2781"
4,17,3,"simulated",3,FALSE,"sim_2782"
4,25,3,"simulated",2,FALSE,"sim_2784"
6,30,8,"simulated",8,FALSE,"sim_2785"
3,21,1,"simulated",1,TRUE,"sim_2789"
3,31,3,"simulated",2,TRUE,"sim_2790"
4,24,4,"simulated",4,FALSE,"sim_2791"
3,18,2,"simulated",2,FALSE,"sim_2792"
3,11,1,"simulated",1,TRUE,"sim_2795"
9,66,22,"simulated",22,FALSE,"sim_2797"
4,48,8,"simulated",6,FALSE,"sim_2798"
5,46,7,"simulated",7,FALSE,"sim_2799"
4,33,6,"simulated",5,FALSE,"sim_2800"
3,31,2,"simulated",1,TRUE,"sim_2802"
5,37,9,"simulated",8,FALSE,"sim_2803"
5,35,7,"simulated",7,TRUE,"sim_2804"
3,21,3,"simulated",3,TRUE,"sim_2806"
3,17,1,"simulated",1,TRUE,"sim_2808"
3,21,1,"simulated",1,TRUE,"sim_2810"
9,79,24,"simulated",24,FALSE,"sim_2811"
16,96,38,"simulated",38,FALSE,"sim_2812"
3,11,1,"simulated",1,TRUE,"sim_2813"
7,59,13,"simulated",13,FALSE,"sim_2816"
14,86,36,"simulated",35,FALSE,"sim_2817"
4,36,5,"simulated",5,FALSE,"sim_2820"
8,50,17,"simulated",17,FALSE,"sim_2821"
9,69,17,"simulated",16,FALSE,"sim_2822"
3,22,1,"simulated",1,TRUE,"sim_2823"
4,13,3,"simulated",3,TRUE,"sim_2824"
5,33,7,"simulated",7,FALSE,"sim_2827"
3,17,1,"simulated",1,TRUE,"sim_2829"
18,93,55,"simulated",55,FALSE,"sim_2830"
5,69,11,"simulated",11,FALSE,"sim_2831"
5,31,5,"simulated",5,FALSE,"sim_2832"
3,30,4,"simulated",2,TRUE,"sim_2833"
8,73,22,"simulated",22,FALSE,"sim_2835"
3,15,1,"simulated",1,TRUE,"sim_2837"
24,128,64,"simulated",64,FALSE,"sim_2838"
7,60,14,"simulated",14,FALSE,"sim_2839"
3,13,1,"simulated",1,TRUE,"sim_2840"
3,12,1,"simulated",1,TRUE,"sim_2841"
3,28,2,"simulated",2,TRUE,"sim_2842"
4,33,7,"simulated",7,FALSE,"sim_2843"
3,15,1,"simulated",1,TRUE,"sim_2845"
34,131,96,"simulated",96,FALSE,"sim_2846"
3,32,2,"simulated",2,TRUE,"sim_2847"
3,22,2,"simulated",2,TRUE,"sim_2848"
5,43,10,"simulated",9,FALSE,"sim_2850"
3,26,1,"simulated",1,TRUE,"sim_2851"
4,32,3,"simulated",3,TRUE,"sim_2852"
7,50,11,"simulated",11,FALSE,"sim_2853"
3,11,1,"simulated",1,TRUE,"sim_2855"
4,31,6,"simulated",6,FALSE,"sim_2856"
6,45,8,"simulated",7,FALSE,"sim_2857"
3,18,1,"simulated",1,TRUE,"sim_2860"
3,27,3,"simulated",3,TRUE,"sim_2861"
3,22,2,"simulated",2,FALSE,"sim_2862"
5,42,8,"simulated",8,FALSE,"sim_2863"
3,27,2,"simulated",2,TRUE,"sim_2864"
3,16,2,"simulated",1,TRUE,"sim_2865"
3,12,1,"simulated",1,TRUE,"sim_2867"
3,19,2,"simulated",2,TRUE,"sim_2868"
13,96,33,"simulated",33,FALSE,"sim_2869"
3,6,1,"simulated",1,TRUE,"sim_2871"
5,37,6,"simulated",6,FALSE,"sim_2873"
8,67,15,"simulated",15,FALSE,"sim_2874"
6,60,16,"simulated",16,FALSE,"sim_2876"
3,18,1,"simulated",1,TRUE,"sim_2877"
11,84,30,"simulated",30,FALSE,"sim_2880"
6,23,12,"simulated",12,FALSE,"sim_2882"
4,30,5,"simulated",5,FALSE,"sim_2883"
3,12,1,"simulated",1,TRUE,"sim_2885"
4,44,4,"simulated",3,TRUE,"sim_2887"
4,28,5,"simulated",5,FALSE,"sim_2888"
11,56,28,"simulated",28,FALSE,"sim_2890"
4,37,4,"simulated",4,TRUE,"sim_2891"
8,68,18,"simulated",18,FALSE,"sim_2893"
3,28,3,"simulated",3,TRUE,"sim_2894"
11,79,26,"simulated",26,FALSE,"sim_2895"
4,29,4,"simulated",4,TRUE,"sim_2897"
3,32,1,"simulated",1,TRUE,"sim_2898"
9,75,26,"simulated",26,FALSE,"sim_2901"
3,15,1,"simulated",1,TRUE,"sim_2902"
3,10,1,"simulated",1,TRUE,"sim_2903"
4,48,6,"simulated",4,FALSE,"sim_2904"
3,31,1,"simulated",1,TRUE,"sim_2905"
3,29,1,"simulated",1,TRUE,"sim_2906"
4,37,4,"simulated",4,FALSE,"sim_2907"
15,97,37,"simulated",37,FALSE,"sim_2908"
10,63,21,"simulated",21,FALSE,"sim_2909"
14,85,37,"simulated",37,FALSE,"sim_2910"
6,54,10,"simulated",10,FALSE,"sim_2911"
3,25,3,"simulated",3,FALSE,"sim_2913"
3,26,1,"simulated",1,TRUE,"sim_2915"
7,64,21,"simulated",19,FALSE,"sim_2916"
4,34,5,"simulated",4,FALSE,"sim_2917"
4,39,4,"simulated",4,TRUE,"sim_2918"
3,16,2,"simulated",1,FALSE,"sim_2919"
5,44,10,"simulated",9,FALSE,"sim_2920"
4,46,7,"simulated",7,TRUE,"sim_2925"
4,31,5,"simulated",3,TRUE,"sim_2926"
35,147,91,"simulated",91,FALSE,"sim_2927"
3,11,2,"simulated",2,FALSE,"sim_2929"
3,31,4,"simulated",3,TRUE,"sim_2930"
20,107,53,"simulated",53,FALSE,"sim_2931"
4,42,4,"simulated",3,TRUE,"sim_2935"
12,91,28,"simulated",28,FALSE,"sim_2936"
4,37,3,"simulated",3,TRUE,"sim_2939"
21,117,53,"simulated",53,FALSE,"sim_2940"
3,19,1,"simulated",1,TRUE,"sim_2941"
4,33,8,"simulated",7,FALSE,"sim_2943"
4,34,5,"simulated",5,FALSE,"sim_2944"
8,49,13,"simulated",13,FALSE,"sim_2945"
3,13,1,"simulated",1,TRUE,"sim_2946"
7,58,15,"simulated",15,FALSE,"sim_2947"
3,22,1,"simulated",1,TRUE,"sim_2949"
3,11,1,"simulated",1,TRUE,"sim_2953"
3,17,1,"simulated",1,TRUE,"sim_2954"
3,25,2,"simulated",2,TRUE,"sim_2955"
3,8,1,"simulated",1,TRUE,"sim_2958"
3,10,1,"simulated",1,TRUE,"sim_2959"
3,27,2,"simulated",2,TRUE,"sim_2960"
5,48,11,"simulated",10,FALSE,"sim_2963"
5,37,6,"simulated",6,FALSE,"sim_2964"
3,17,2,"simulated",1,TRUE,"sim_2965"
5,32,7,"simulated",7,FALSE,"sim_2966"
3,28,2,"simulated",2,TRUE,"sim_2968"
3,10,1,"simulated",1,TRUE,"sim_2970"
4,36,4,"simulated",4,FALSE,"sim_2971"
5,57,9,"simulated",9,FALSE,"sim_2972"
3,29,2,"simulated",2,FALSE,"sim_2974"
3,11,1,"simulated",1,TRUE,"sim_2975"
8,70,17,"simulated",17,FALSE,"sim_2977"
3,18,3,"simulated",2,TRUE,"sim_2978"
10,90,28,"simulated",28,FALSE,"sim_2979"
3,18,4,"simulated",3,FALSE,"sim_2980"
14,79,35,"simulated",35,FALSE,"sim_2982"
4,32,7,"simulated",7,TRUE,"sim_2984"
3,24,4,"simulated",3,TRUE,"sim_2985"
4,30,4,"simulated",4,FALSE,"sim_2987"
4,32,5,"simulated",5,TRUE,"sim_2988"
7,60,16,"simulated",16,FALSE,"sim_2990"
4,31,7,"simulated",7,FALSE,"sim_2991"
3,19,2,"simulated",1,TRUE,"sim_2992"
5,50,13,"simulated",13,FALSE,"sim_2994"
4,29,3,"simulated",3,TRUE,"sim_2996"
5,57,12,"simulated",12,FALSE,"sim_2997"
4,47,5,"simulated",4,FALSE,"sim_2998"
3,14,1,"simulated",1,TRUE,"sim_3000"
3,27,1,"simulated",1,TRUE,"sim_3001"
3,35,5,"simulated",4,TRUE,"sim_3002"
